Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Energy_Category,Aspect_Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category
RegFlow Hub,@RegFlowHub,,,,,25,https://x.com/RegFlowHub/status/1805731864902353019,https://x.com/RegFlowHub,"ARENA | Electric trucks to decarbonise last-mile delivery

Australia’s first 112 battery-electric vehicle (BEV) trucks to make last-mile deliveries (LMD) will soon hit the roads in metro areas thanks to $12.8 million in funding, from the Australian Renewable Energy Agency’s",Jun 26,2024-06-25T22:36:40.000Z,"ARENA | Electric trucks to decarbonise last-mile delivery

Australia’s first 112 battery-electric vehicle (BEV) trucks to make last-mile deliveries (LMD) will soon hit the roads in metro areas thanks to $12.8 million in funding, from the Australian Renewable Energy Agency’s",Other,Investment,arena electric truck decarbonise lastmile delivery australia first batteryelectric vehicle bev truck make lastmile delivery lmd soon hit road metro area thanks million funding australian renewable energy agency,,0.15,3.3,Neutral,5,Very Positive,Very Positive
Australian Renewable Energy Agency (ARENA),@arenagovau,,7,6,,915,https://x.com/arenagovau/status/1619912416007159811,https://x.com/arenagovau,ARENAWIRE: Australia and Germany are boosting research into renewable hydrogen production with AU$50 million and €40 million in conditional funding for four joint projects.,"Jan 30, 2023",2023-01-30T04:16:31.000Z,ARENAWIRE: Australia and Germany are boosting research into renewable hydrogen production with AU$50 million and €40 million in conditional funding for four joint projects.,Other,Investment,arenawire australia germany boosting research renewable hydrogen production au million million conditional funding four joint project,6.0,0.0,3.0,Neutral,5,Very Positive,Very Positive
Australian Renewable Energy Agency (ARENA),@arenagovau,,7,18,1.0,1.3K,https://x.com/arenagovau/status/1618888523687559168,https://x.com/arenagovau,ARENA has today announced conditional funding of up to AU$50 million and €40 million has been awarded by Australia and Germany across four projects as part of the German-Australian Hydrogen Innovation and Technology Incubator known as HyGATE.,"Jan 27, 2023",2023-01-27T08:27:56.000Z,ARENA has today announced conditional funding of up to AU$50 million and €40 million has been awarded by Australia and Germany across four projects as part of the German-Australian Hydrogen Innovation and Technology Incubator known as HyGATE.,Other,Investment,arena today announced conditional funding au million million awarded australia germany across four project part germanaustralian hydrogen innovation technology incubator known hygate,18.0,0.0,3.0,Neutral,5,Very Positive,Very Positive
Poission,@Poission51,,,,1.0,37,https://x.com/Poission51/status/1643121044377722881,https://x.com/Poission51,"Australia renewable energy agency announces first round of funding for community batteries 50kw-5mw and connected to the networks. 
 https://arena.gov.au/news/120-million-to-roll-out-community-batteries-across-australia/…","Apr 4, 2023",2023-04-04T05:19:19.000Z,"Australia renewable energy agency announces first round of funding for community batteries 50kw-5mw and connected to the networks.
https://arena.gov.au/news/120-million-to-roll-out-community-batteries-across-australia/…",Other,Investment,australia renewable energy agency announces first round funding community battery kwmw connected network httpsarenagovaunewsmilliontorolloutcommunitybatteriesacrossaustralia,,0.024999999999999994,3.05,Neutral,5,Very Positive,Very Positive
Renew Economy,@renew_economy,,17,29,13.0,2.8K,https://x.com/renew_economy/status/1787997933738094816,https://x.com/renew_economy,Albanese announce landmark $566 million 10-year funding for mapping project to identify areas of critical mineral and rare earth deposits for clean energy transition,May 8,2024-05-08T00:08:21.000Z,Albanese announce landmark $566 million 10-year funding for mapping project to identify areas of critical mineral and rare earth deposits for clean energy transition,Other,Investment,albanese announce landmark million year funding mapping project identify area critical mineral rare earth deposit clean energy transition,29.0,0.22222222222222224,3.44,Neutral,5,Very Positive,Very Positive
Australian Solar and Renewable Energy News,@AusSolarNews,,,,,11,https://x.com/AusSolarNews/status/1811153823659929613,https://x.com/AusSolarNews,More Funding For Australia’s Smart Meter Rollout https://solarquotes.com.au/blog/smart-meters-cefc-mb2961/?utm_source=SPS&utm_medium=TwitterAUsolarnews… #SolarElectricity #SolarPV,Jul 11,2024-07-10T21:41:35.000Z,More Funding For Australia’s Smart Meter Rollout https://solarquotes.com.au/blog/smart-meters-cefc-mb2961/?utm_source=SPS&utm_medium=TwitterAUsolarnews… #SolarElectricity #SolarPV,Other,Investment,funding australia smart meter rollout httpssolarquotescomaublogsmartmeterscefcmbutmsourcespsutmmediumtwitterausolarnews solarelectricity solarpv,,0.35714285714285715,3.71,Neutral,3,Neutral,Neutral
Biobased Diesel Daily,@BiobasedDiesel,,,,,49,https://x.com/BiobasedDiesel/status/1839672818377650569,https://x.com/BiobasedDiesel,"Australian Renewable Energy Agency backs Jet Zero with funding to advance SAF production
https://biobased-diesel.com/post/australian-renewable-energy-agency-backs-jet-zero-with-funding-to-advance-saf-production…
#sustainableaviationfuel #SAF #alcoholtojet #ATJ #biobaseddiesel #Australia #Queensland",Sep 28,2024-09-27T14:25:54.000Z,"Australian Renewable Energy Agency backs Jet Zero with funding to advance SAF production
https://biobased-diesel.com/post/australian-renewable-energy-agency-backs-jet-zero-with-funding-to-advance-saf-production…
#sustainableaviationfuel #SAF #alcoholtojet #ATJ #biobaseddiesel #Australia #Queensland",Other,Investment,australian renewable energy agency back jet zero funding advance saf production httpsbiobaseddieselcompostaustralianrenewableenergyagencybacksjetzerowithfundingtoadvancesafproduction sustainableaviationfuel saf alcoholtojet atj biobaseddiesel australia queensland,,0.0,3.0,Neutral,1,Very Negative,Very Negative
Bioenergy Australia,@BioenAustralia,,,,,119,https://x.com/BioenAustralia/status/1717749046214033648,https://x.com/BioenAustralia,"Record amounts of funding for projects that will accelerate the renewable energy transition announced by ARENA
#SAF #renewablegas #renewableliquidfuels #biomethane #renewablediesel","Oct 27, 2023",2023-10-27T03:44:21.000Z,"Record amounts of funding for projects that will accelerate the renewable energy transition announced by ARENA
#SAF #renewablegas #renewableliquidfuels #biomethane #renewablediesel",Other,Investment,record amount funding project accelerate renewable energy transition announced arena saf renewablegas renewableliquidfuels biomethane renewablediesel,,0.0,3.0,Neutral,4,Positive,Positive
Tom DeRosa,@RenewableSearch,"https://pbs.twimg.com/media/GJffYFnbMAAadnk?format=jpg&name=small, https://pbs.twimg.com/media/GJffYFnbMAAadnk?format=jpg&name=small",,,,32,https://x.com/RenewableSearch/status/1772130585131225403,https://x.com/RenewableSearch,"Via ESN: "" ARENA funds microgrid trials for sodium-sulfur, zinc-bromine LDES tech in Western Australia: The Australian Renewable Energy Agency (ARENA) is funding trial deployments of two different non-lithium… http://dlvr.it/T4Z9jt "" #EnergyStorage #Energy #BatteryStorage",Mar 25,2024-03-25T05:17:10.000Z,"Via ESN: "" ARENA funds microgrid trials for sodium-sulfur, zinc-bromine LDES tech in Western Australia: The Australian Renewable Energy Agency (ARENA) is funding trial deployments of two different non-lithium… http://dlvr.it/T4Z9jt "" #EnergyStorage #Energy #BatteryStorage",Other,Investment,via esn arena fund microgrid trial sodiumsulfur zincbromine ldes tech western australia australian renewable energy agency arena funding trial deployment two different nonlithium httpdlvrittzjt energystorage energy batterystorage,,0.0,3.0,Neutral,4,Positive,Positive
pv magazine Australia,@pvmagazineoz,"https://pbs.twimg.com/media/F0EwJUSagAEMQFn?format=jpg&name=small, https://pbs.twimg.com/media/F0EwJUSagAEMQFn?format=jpg&name=small",2,2,,158,https://x.com/pvmagazineoz/status/1675673474738843648,https://x.com/pvmagazineoz,Genex lands $45 million funding package for pumped hydro and solar and battery projects: Australian renewable energy developer Genex Power has entered into agreements with Japanese electric utility J-Power to receive a… #renewables #solar #technology http://dlvr.it/SrZcqy,"Jul 3, 2023",2023-07-03T01:11:03.000Z,Genex lands $45 million funding package for pumped hydro and solar and battery projects: Australian renewable energy developer Genex Power has entered into agreements with Japanese electric utility J-Power to receive a… #renewables #solar #technology http://dlvr.it/SrZcqy,Other,Investment,genex land million funding package pumped hydro solar battery project australian renewable energy developer genex power entered agreement japanese electric utility jpower receive renewables solar technology httpdlvritsrzcqy,2.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
IPEN: toxics-free,@ToxicsFree,https://pbs.twimg.com/media/E_UtLBIWYA0WvOG?format=jpg&name=900x900,5,7,,,https://x.com/ToxicsFree/status/1438105324817424394,https://x.com/ToxicsFree,"""An international embarrassment"" is #Australia's  recent decision to go ahead with 'waste-to-energy' #incinerators and weak controls, states Jane Bremmer of Zero Waste Australia and NTN. Renewable energy subsides are funding an industry ""neither clean nor green."" @oztoxics","Sep 15, 2021",2021-09-15T11:40:02.000Z,"""An international embarrassment"" is #Australia's  recent decision to go ahead with 'waste-to-energy' #incinerators and weak controls, states Jane Bremmer of Zero Waste Australia and NTN. Renewable energy subsides are funding an industry ""neither clean nor green."" @oztoxics",Other,Investment,international embarrassment australia recent decision go ahead wastetoenergy incinerator weak control state jane bremmer zero waste australia ntn renewable energy subsides funding industry neither clean green oztoxics,7.0,-0.06805555555555555,2.86,Negative,1,Very Negative,Very Negative
Terry Hughes,@ProfTerryHughes,,92,196,16.0,,https://x.com/ProfTerryHughes/status/1390123386093727744,https://x.com/ProfTerryHughes,"I wonder what reception this idiocy from Australia will receive at international climate talks?

“Renewable energy is “inconsistent” with the aims of the Federal Government... it is policy to support dispatchable power, like gas, hydro and coal” https://couriermail.com.au/news/queensland/lnp-minister-keith-pitt-uses-veto-powers-to-deny-kaban-green-energy-hubs-funding-bid/news-story/887b11a92c3286457282df03c0a04fc5…","May 6, 2021",2021-05-06T01:56:57.000Z,"I wonder what reception this idiocy from Australia will receive at international climate talks?

“Renewable energy is “inconsistent” with the aims of the Federal Government... it is policy to support dispatchable power, like gas, hydro and coal” https://couriermail.com.au/news/queensland/lnp-minister-keith-pitt-uses-veto-powers-to-deny-kaban-green-energy-hubs-funding-bid/news-story/887b11a92c3286457282df03c0a04fc5…",Other,Policy,wonder reception idiocy australia receive international climate talk renewable energy inconsistent aim federal government policy support dispatchable power like gas hydro coal httpscouriermailcomaunewsqueenslandlnpministerkeithpittusesvetopowerstodenykabangreenenergyhubsfundingbidnewsstorybacdfcafc,196.0,-0.15,2.7,Negative,1,Very Negative,Very Negative
Australian Renewable Energy Agency (ARENA),@arenagovau,https://pbs.twimg.com/ext_tw_video_thumb/1580028026783293441/pu/img/vPQRfFdufS7tKHD7.jpg,2,2,,,https://x.com/arenagovau/status/1580040325300555777,https://x.com/arenagovau,"Last month, ARENA announced $47.5 million in funding for the construction of a 10 MW hydrogen electrolyser in Western Australia's Burrup Peninsula. Read more on ARENAWIRE: https://arena.gov.au/blog/australias-first-large-scale-renewable-hydrogen-plant-to-be-built-in-pilbara/…","Oct 12, 2022",2022-10-12T03:39:03.000Z,"Last month, ARENA announced $47.5 million in funding for the construction of a 10 MW hydrogen electrolyser in Western Australia's Burrup Peninsula. Read more on ARENAWIRE: https://arena.gov.au/blog/australias-first-large-scale-renewable-hydrogen-plant-to-be-built-in-pilbara/…",Other,Investment,last month arena announced million funding construction mw hydrogen electrolyser western australia burrup peninsula read arenawire httpsarenagovaublogaustraliasfirstlargescalerenewablehydrogenplanttobebuiltinpilbara,2.0,0.16666666666666666,3.33,Neutral,1,Very Negative,Very Negative
Clean Energy Group Ai ™Commercial Solar Leads,@Cleanenergylead,"https://pbs.twimg.com/media/GYels_jbMAIyuGS?format=jpg&name=small, https://pbs.twimg.com/media/GYels_jbMAIyuGS?format=jpg&name=small",,,,18,https://x.com/Cleanenergylead/status/1839621492839157871,https://x.com/Cleanenergylead,"ARENA funds solar robotics and software projects

#Commercialsolar 
#Solarmarketing 
#Solarleads 
#Cleanenergygroupai

The Australian Renewable Energy Agency (ARENA) will provide more than $3.2 million in funding to two solar projects that will play a role in Australia’s",Sep 27,2024-09-27T11:01:57.000Z,"ARENA funds solar robotics and software projects

#Commercialsolar
#Solarmarketing
#Solarleads
#Cleanenergygroupai

The Australian Renewable Energy Agency (ARENA) will provide more than $3.2 million in funding to two solar projects that will play a role in Australia’s",Other,Investment,arena fund solar robotics software project commercialsolar solarmarketing solarleads cleanenergygroupai australian renewable energy agency arena provide million funding two solar project play role australia,,0.25,3.5,Neutral,5,Very Positive,Very Positive
All Energy Australia,@AllEnergyAU,,,1,,,https://x.com/AllEnergyAU/status/1425260731876921353,https://x.com/AllEnergyAU,"The VIC Labor government has put out the call to developers of “cutting edge” technologies in renewable hydrogen, energy storage and renewable biogas, after the launch of the second round of funding through its $108 million Energy Innovation Initiative. https://buff.ly/3ix5cLv","Aug 11, 2021",2021-08-11T01:00:13.000Z,"The VIC Labor government has put out the call to developers of “cutting edge” technologies in renewable hydrogen, energy storage and renewable biogas, after the launch of the second round of funding through its $108 million Energy Innovation Initiative. https://buff.ly/3ix5cLv",Other,Policy,vic labor government put call developer cutting edge technology renewable hydrogen energy storage renewable biogas launch second round funding million energy innovation initiative httpsbufflyixclv,1.0,-0.26666666666666666,2.47,Negative,4,Positive,Positive
All Energy Australia,@AllEnergyAU,,3,1,,,https://x.com/AllEnergyAU/status/1597793870200606720,https://x.com/AllEnergyAU,"A $500 million fund has been allocated to the Clean Energy Finance Corporation to invest in the commercialisation of renewable energy, energy efficiency, and other technology innovations. Follow #AllEnergyAU for more updates.","Nov 30, 2022",2022-11-30T03:25:18.000Z,"A $500 million fund has been allocated to the Clean Energy Finance Corporation to invest in the commercialisation of renewable energy, energy efficiency, and other technology innovations. Follow #AllEnergyAU for more updates.",Other,Investment,million fund allocated clean energy finance corporation invest commercialisation renewable energy energy efficiency technology innovation follow allenergyau update,1.0,0.24722222222222223,3.49,Neutral,5,Very Positive,Very Positive
Lenore Taylor,@lenoretaylor,,100,91,48.0,,https://x.com/lenoretaylor/status/1306338139569442816,https://x.com/lenoretaylor,Coalition to divert renewable energy funding away from wind and solar,"Sep 17, 2020",2020-09-16T21:04:17.000Z,Coalition to divert renewable energy funding away from wind and solar,Other,Investment,coalition divert renewable energy funding away wind solar,91.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
The Epoch Times Australia,@AuEpochTimes,,3,5,,,https://x.com/AuEpochTimes/status/1291579754848456704,https://x.com/AuEpochTimes,"The Origin Energy trial has been backed by more than $800k of federal government funding through the Australian Renewable Energy Agency.

It will result in 150 smart chargers being installed at homes and workplaces across the National Electricity Market.
https://theepochtimes.com/smart-charger-trial-to-boost-electric-cars-in-australia_3453197.html…","Aug 7, 2020",2020-08-07T03:39:44.000Z,"The Origin Energy trial has been backed by more than $800k of federal government funding through the Australian Renewable Energy Agency.

It will result in 150 smart chargers being installed at homes and workplaces across the National Electricity Market.
https://theepochtimes.com/smart-charger-trial-to-boost-electric-cars-in-australia_3453197.html…",Other,Policy,origin energy trial backed k federal government funding australian renewable energy agency result smart charger installed home workplace across national electricity market httpstheepochtimescomsmartchargertrialtoboostelectriccarsinaustraliahtml,5.0,0.2380952380952381,3.48,Neutral,5,Very Positive,Very Positive
Energy Magazine,@AusEnergyMag,"https://pbs.twimg.com/media/FfP4TU7acAIVD3a?format=jpg&name=small, https://pbs.twimg.com/media/FfP4TU7acAIVD3a?format=jpg&name=small",4,4,1.0,,https://x.com/AusEnergyMag/status/1581880921963524096,https://x.com/AusEnergyMag,"Shell Energy Australia (@ShellEnergyHome) will receive $9.1 million in funding from the Australian Renewable Energy Agency (@ARENA_aus) for the demonstration of flexible demand capacity to better accommodate new renewable energy sources.

https://bit.ly/3CKTOEG","Oct 17, 2022",2022-10-17T05:32:56.000Z,"Shell Energy Australia (@ShellEnergyHome) will receive $9.1 million in funding from the Australian Renewable Energy Agency (@ARENA_aus) for the demonstration of flexible demand capacity to better accommodate new renewable energy sources.

https://bit.ly/3CKTOEG",Other,Investment,shell energy australia shellenergyhome receive million funding australian renewable energy agency arenaaus demonstration flexible demand capacity better accommodate new renewable energy source httpsbitlycktoeg,4.0,0.21212121212121213,3.42,Neutral,4,Positive,Positive
All Energy Australia,@AllEnergyAU,,,2,,,https://x.com/AllEnergyAU/status/1419824972093173764,https://x.com/AllEnergyAU,"The Victorian Government has announced two new grants to help businesses switch to renewable hydrogen ─ with $7.2 million in funding to deliver trials, pilots and feasibility studies.","Jul 27, 2021",2021-07-27T01:00:27.000Z,"The Victorian Government has announced two new grants to help businesses switch to renewable hydrogen ─ with $7.2 million in funding to deliver trials, pilots and feasibility studies.",Other,Policy,victorian government announced two new grant help business switch renewable hydrogen million funding deliver trial pilot feasibility study,2.0,0.13636363636363635,3.27,Neutral,4,Positive,Positive
DUKE Clyde (HANSARD)CFW9 (Biden-Harris ELECT),@nobby15,,1,1,,,https://x.com/nobby15/status/1435750614919647233,https://x.com/nobby15,"IEEFA Australia: Comparing global commitment to renewable energy policies, programs and funding https://ieefa.org/ieefa-australia-comparing-global-commitment-to-renewable-energy-policies-programs-and-funding/…","Sep 9, 2021",2021-09-08T23:43:16.000Z,"IEEFA Australia: Comparing global commitment to renewable energy policies, programs and funding https://ieefa.org/ieefa-australia-comparing-global-commitment-to-renewable-energy-policies-programs-and-funding/…",Other,Investment,ieefa australia comparing global commitment renewable energy policy program funding httpsieefaorgieefaaustraliacomparingglobalcommitmenttorenewableenergypoliciesprogramsandfunding,1.0,0.0,3.0,Neutral,4,Positive,Positive
Philip O'Leary,@PhilipOLeary11,,3,2,,,https://x.com/PhilipOLeary11/status/1516712307950178304,https://x.com/PhilipOLeary11,"""The Scumo govt has slashed renewables funding and stacked Australia’s renewable energy agencies with fossil fuel executives controlled  potentially regressive political appointees for years""

Scumo stacks clean energy agencies with fossil fuel mates https://michaelwest.com.au/scott-morrison-angus-taylor-stack-clean-energy-agencies-with-fossil-fuel-mates/…","Apr 20, 2022",2022-04-20T09:36:08.000Z,"""The Scumo govt has slashed renewables funding and stacked Australia’s renewable energy agencies with fossil fuel executives controlled  potentially regressive political appointees for years""

Scumo stacks clean energy agencies with fossil fuel mates https://michaelwest.com.au/scott-morrison-angus-taylor-stack-clean-energy-agencies-with-fossil-fuel-mates/…",Other,Investment,scumo govt slashed renewables funding stacked australia renewable energy agency fossil fuel executive controlled potentially regressive political appointee year scumo stack clean energy agency fossil fuel mate httpsmichaelwestcomauscottmorrisonangustaylorstackcleanenergyagencieswithfossilfuelmates,2.0,0.12222222222222223,3.24,Neutral,1,Very Negative,Very Negative
Its Time,@pangolincovid,,17,53,4.0,,https://x.com/pangolincovid/status/1517077877669662720,https://x.com/pangolincovid,"The Morrison government has slashed renewables funding and stacked Australia’s renewable energy agencies with fossil fuel executives, leaving the likes of ARENA, CEFC and Snowy Hydro controlled by potentially regressive political appointees for years. Callum Foote reports.","Apr 21, 2022",2022-04-21T09:48:46.000Z,"The Morrison government has slashed renewables funding and stacked Australia’s renewable energy agencies with fossil fuel executives, leaving the likes of ARENA, CEFC and Snowy Hydro controlled by potentially regressive political appointees for years. Callum Foote reports.",Other,Policy,morrison government slashed renewables funding stacked australia renewable energy agency fossil fuel executive leaving like arena cefc snowy hydro controlled potentially regressive political appointee year callum foote report,53.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
The Energia - All About Energy Sector,@TheEnergia,,,,,,https://x.com/TheEnergia/status/1585563145959051266,https://x.com/TheEnergia,Australia Govt: ARENA funding for 2 renewable energy storage projects https://theenergia.com/australia-govt-arena-funding-for-2-renewable-energy-storage-projects/…,"Oct 27, 2022",2022-10-27T09:24:46.000Z,Australia Govt: ARENA funding for 2 renewable energy storage projects https://theenergia.com/australia-govt-arena-funding-for-2-renewable-energy-storage-projects/…,Other,Investment,australia govt arena funding renewable energy storage project httpstheenergiacomaustraliagovtarenafundingforrenewableenergystorageprojects,,0.0,3.0,Neutral,1,Very Negative,Very Negative
All Energy Australia,@AllEnergyAU,,2,,,,https://x.com/AllEnergyAU/status/1277738691574878209,https://x.com/AllEnergyAU,North QLD is set to get its first renewable hydrogen plant that will be built at a zinc refinery in Townsville with the support of funding from the QLD government’s $15 million Hydrogen Industry Development Fund. https://buff.ly/3ibAghj #RenewableEnergy #Hydrogen #CleanEnergy,"Jun 30, 2020",2020-06-29T23:00:17.000Z,North QLD is set to get its first renewable hydrogen plant that will be built at a zinc refinery in Townsville with the support of funding from the QLD government’s $15 million Hydrogen Industry Development Fund. https://buff.ly/3ibAghj #RenewableEnergy #Hydrogen #CleanEnergy,Other,Policy,north qld set get first renewable hydrogen plant built zinc refinery townsville support funding qld government million hydrogen industry development fund httpsbufflyibaghj renewableenergy hydrogen cleanenergy,,0.25,3.5,Neutral,4,Positive,Positive
Terry Hughes,@ProfTerryHughes,,51,80,2.0,,https://x.com/ProfTerryHughes/status/1306354655660658688,https://x.com/ProfTerryHughes,Fossil gas is not renewable energy | The Guardian https://theguardian.com/australia-news/2020/sep/17/coalition-to-divert-renewable-energy-funding-away-from-wind-and-solar…,"Sep 17, 2020",2020-09-16T22:09:55.000Z,Fossil gas is not renewable energy | The Guardian https://theguardian.com/australia-news/2020/sep/17/coalition-to-divert-renewable-energy-funding-away-from-wind-and-solar…,Other,Investment,fossil gas renewable energy guardian httpstheguardiancomaustralianewssepcoalitiontodivertrenewableenergyfundingawayfromwindandsolar,80.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
Australian Renewable Energy Agency (ARENA),@arenagovau,https://pbs.twimg.com/media/E7fryVrVUAYjpDG?format=jpg&name=small,19,39,4.0,,https://x.com/arenagovau/status/1420867705159122946,https://x.com/arenagovau,"ARENA has announced $24.55 million in funding to five applicants across 19 projects to expand Australia’s fast charging network for battery electric vehicles (EVs), in Round 1 of the Australian Government’s Future Fuels Fund https://bit.ly/3fcB1Hb","Jul 30, 2021",2021-07-29T22:03:54.000Z,"ARENA has announced $24.55 million in funding to five applicants across 19 projects to expand Australia’s fast charging network for battery electric vehicles (EVs), in Round 1 of the Australian Government’s Future Fuels Fund https://bit.ly/3fcB1Hb",Other,Policy,arena announced million funding five applicant across project expand australia fast charging network battery electric vehicle ev round australian government future fuel fund httpsbitlyfcbhb,39.0,0.0,3.0,Neutral,5,Very Positive,Very Positive
Hazer Group Ltd,@hazergroupltd,https://pbs.twimg.com/media/EhWP7w_XsAAd32G?format=jpg&name=small,3,4,,,https://x.com/hazergroupltd/status/1303105925583114242,https://x.com/hazergroupltd,"The Tasmanian Government is happy with the strong interest from clean energy developers to be part of Australia’s renewable hydrogen push in Tasmania.

Read more here: http://ow.ly/FTvR50Bftcg

#hazergroupltd #hydrogen #tasmania #funding #cleantech #greenenergy #renewables","Sep 8, 2020",2020-09-07T23:00:37.000Z,"The Tasmanian Government is happy with the strong interest from clean energy developers to be part of Australia’s renewable hydrogen push in Tasmania.

Read more here: http://ow.ly/FTvR50Bftcg

#hazergroupltd #hydrogen #tasmania #funding #cleantech #greenenergy #renewables",Other,Policy,tasmanian government happy strong interest clean energy developer part australia renewable hydrogen push tasmania read httpowlyftvrbftcg hazergroupltd hydrogen tasmania funding cleantech greenenergy renewables,4.0,0.525,4.05,Positive,5,Very Positive,Very Positive
DUKE Clyde (HANSARD)CFW9 (Biden-Harris ELECT),@nobby15,,1,1,,,https://x.com/nobby15/status/1435750614919647233,https://x.com/nobby15,"IEEFA Australia: Comparing global commitment to renewable energy policies, programs and funding https://ieefa.org/ieefa-australia-comparing-global-commitment-to-renewable-energy-policies-programs-and-funding/…","Sep 9, 2021",2021-09-08T23:43:16.000Z,"IEEFA Australia: Comparing global commitment to renewable energy policies, programs and funding https://ieefa.org/ieefa-australia-comparing-global-commitment-to-renewable-energy-policies-programs-and-funding/…",Other,Investment,ieefa australia comparing global commitment renewable energy policy program funding httpsieefaorgieefaaustraliacomparingglobalcommitmenttorenewableenergypoliciesprogramsandfunding,1.0,0.0,3.0,Neutral,4,Positive,Positive
Philip O'Leary,@PhilipOLeary11,,3,2,,,https://x.com/PhilipOLeary11/status/1516712307950178304,https://x.com/PhilipOLeary11,"""The Scumo govt has slashed renewables funding and stacked Australia’s renewable energy agencies with fossil fuel executives controlled  potentially regressive political appointees for years""

Scumo stacks clean energy agencies with fossil fuel mates https://michaelwest.com.au/scott-morrison-angus-taylor-stack-clean-energy-agencies-with-fossil-fuel-mates/…","Apr 20, 2022",2022-04-20T09:36:08.000Z,"""The Scumo govt has slashed renewables funding and stacked Australia’s renewable energy agencies with fossil fuel executives controlled  potentially regressive political appointees for years""

Scumo stacks clean energy agencies with fossil fuel mates https://michaelwest.com.au/scott-morrison-angus-taylor-stack-clean-energy-agencies-with-fossil-fuel-mates/…",Other,Investment,scumo govt slashed renewables funding stacked australia renewable energy agency fossil fuel executive controlled potentially regressive political appointee year scumo stack clean energy agency fossil fuel mate httpsmichaelwestcomauscottmorrisonangustaylorstackcleanenergyagencieswithfossilfuelmates,2.0,0.12222222222222223,3.24,Neutral,1,Very Negative,Very Negative
Its Time,@pangolincovid,,17,53,4.0,,https://x.com/pangolincovid/status/1517077877669662720,https://x.com/pangolincovid,"The Morrison government has slashed renewables funding and stacked Australia’s renewable energy agencies with fossil fuel executives, leaving the likes of ARENA, CEFC and Snowy Hydro controlled by potentially regressive political appointees for years. Callum Foote reports.","Apr 21, 2022",2022-04-21T09:48:46.000Z,"The Morrison government has slashed renewables funding and stacked Australia’s renewable energy agencies with fossil fuel executives, leaving the likes of ARENA, CEFC and Snowy Hydro controlled by potentially regressive political appointees for years. Callum Foote reports.",Other,Policy,morrison government slashed renewables funding stacked australia renewable energy agency fossil fuel executive leaving like arena cefc snowy hydro controlled potentially regressive political appointee year callum foote report,53.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
The Energia - All About Energy Sector,@TheEnergia,,,,,,https://x.com/TheEnergia/status/1585563145959051266,https://x.com/TheEnergia,Australia Govt: ARENA funding for 2 renewable energy storage projects https://theenergia.com/australia-govt-arena-funding-for-2-renewable-energy-storage-projects/…,"Oct 27, 2022",2022-10-27T09:24:46.000Z,Australia Govt: ARENA funding for 2 renewable energy storage projects https://theenergia.com/australia-govt-arena-funding-for-2-renewable-energy-storage-projects/…,Other,Investment,australia govt arena funding renewable energy storage project httpstheenergiacomaustraliagovtarenafundingforrenewableenergystorageprojects,,0.0,3.0,Neutral,1,Very Negative,Very Negative
All Energy Australia,@AllEnergyAU,,2,,,,https://x.com/AllEnergyAU/status/1277738691574878209,https://x.com/AllEnergyAU,North QLD is set to get its first renewable hydrogen plant that will be built at a zinc refinery in Townsville with the support of funding from the QLD government’s $15 million Hydrogen Industry Development Fund. https://buff.ly/3ibAghj #RenewableEnergy #Hydrogen #CleanEnergy,"Jun 30, 2020",2020-06-29T23:00:17.000Z,North QLD is set to get its first renewable hydrogen plant that will be built at a zinc refinery in Townsville with the support of funding from the QLD government’s $15 million Hydrogen Industry Development Fund. https://buff.ly/3ibAghj #RenewableEnergy #Hydrogen #CleanEnergy,Other,Policy,north qld set get first renewable hydrogen plant built zinc refinery townsville support funding qld government million hydrogen industry development fund httpsbufflyibaghj renewableenergy hydrogen cleanenergy,,0.25,3.5,Neutral,4,Positive,Positive
Terry Hughes,@ProfTerryHughes,,51,80,2.0,,https://x.com/ProfTerryHughes/status/1306354655660658688,https://x.com/ProfTerryHughes,Fossil gas is not renewable energy | The Guardian https://theguardian.com/australia-news/2020/sep/17/coalition-to-divert-renewable-energy-funding-away-from-wind-and-solar…,"Sep 17, 2020",2020-09-16T22:09:55.000Z,Fossil gas is not renewable energy | The Guardian https://theguardian.com/australia-news/2020/sep/17/coalition-to-divert-renewable-energy-funding-away-from-wind-and-solar…,Other,Investment,fossil gas renewable energy guardian httpstheguardiancomaustralianewssepcoalitiontodivertrenewableenergyfundingawayfromwindandsolar,80.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
